iter	Passed	Remaining
4825	8477	9088
4826	8479	9087
4827	8481	9086
4828	8483	9084
4829	8485	9082
4830	8487	9080
4831	8488	9078
4832	8491	9078
4833	8493	9076
4834	8494	9074
4835	8496	9072
4836	8498	9071
4837	8500	9069
4838	8501	9067
4839	8503	9065
4840	8505	9063
4841	8506	9062
4842	8508	9060
4843	8510	9058
4844	8511	9056
4845	8513	9054
4846	8515	9052
4847	8517	9051
4848	8518	9049
4849	8521	9048
4850	8522	9046
4851	8525	9045
4852	8527	9043
4853	8528	9041
4854	8530	9039
4855	8532	9038
4856	8533	9036
4857	8536	9035
4858	8537	9033
4859	8539	9031
4860	8541	9029
4861	8543	9028
4862	8544	9026
4863	8546	9024
4864	8547	9022
4865	8549	9020
4866	8551	9018
4867	8553	9016
4868	8554	9014
4869	8556	9013
4870	8558	9011
4871	8559	9009
4872	8561	9007
4873	8563	9006
4874	8565	9004
4875	8566	9002
4876	8568	9001
4877	8570	8999
4878	8573	8998
4879	8575	8997
4880	8577	8995
4881	8578	8993
4882	8580	8991
4883	8582	8990
4884	8584	8989
4885	8586	8987
4886	8588	8985
4887	8590	8983
4888	8591	8981
4889	8593	8979
4890	8595	8978
4891	8596	8976
4892	8598	8974
4893	8600	8972
4894	8602	8971
4895	8603	8969
4896	8605	8967
4897	8607	8965
4898	8609	8964
4899	8611	8962
4900	8612	8960
4901	8614	8958
4902	8616	8957
4903	8617	8955
4904	8619	8953
4905	8621	8951
4906	8622	8949
4907	8624	8947
4908	8626	8945
4909	8627	8944
4910	8629	8942
4911	8631	8940
4912	8633	8939
4913	8635	8937
4914	8637	8935
4915	8638	8934
4916	8640	8932
4917	8642	8930
4918	8644	8929
4919	8646	8927
4920	8648	8926
4921	8650	8924
4922	8652	8923
4923	8654	8921
4924	8656	8920
4925	8658	8918
4926	8659	8916
4927	8661	8914
4928	8663	8912
4929	8664	8910
4930	8666	8909
4931	8667	8906
4932	8669	8904
4933	8670	8902
4934	8672	8900
4935	8674	8899
4936	8675	8897
4937	8677	8895
4938	8679	8893
4939	8680	8891
4940	8682	8889
4941	8684	8888
4942	8685	8886
4943	8687	8884
4944	8689	8882
4945	8690	8880
4946	8692	8879
4947	8694	8877
4948	8696	8875
4949	8698	8873
4950	8699	8871
4951	8701	8869
4952	8703	8868
4953	8705	8866
4954	8706	8864
4955	8708	8862
4956	8709	8860
4957	8711	8859
4958	8713	8857
4959	8714	8855
4960	8716	8853
4961	8718	8851
4962	8720	8850
4963	8721	8848
4964	8723	8846
4965	8725	8845
4966	8727	8843
4967	8729	8841
4968	8730	8839
4969	8732	8837
4970	8733	8835
4971	8735	8834
4972	8737	8832
4973	8738	8830
4974	8740	8828
4975	8742	8826
4976	8743	8824
4977	8745	8822
4978	8747	8821
4979	8748	8819
4980	8750	8817
4981	8753	8816
4982	8755	8814
4983	8756	8813
4984	8758	8811
4985	8760	8809
4986	8761	8807
4987	8763	8805
4988	8764	8803
4989	8766	8801
4990	8768	8800
4991	8770	8798
4992	8771	8796
4993	8773	8794
4994	8775	8793
4995	8777	8791
4996	8779	8789
4997	8780	8787
4998	8782	8786
4999	8784	8784
5000	8785	8782
5001	8787	8780
5002	8789	8778
5003	8791	8777
5004	8792	8775
5005	8795	8773
5006	8796	8772
5007	8798	8770
5008	8800	8768
5009	8801	8766
5010	8803	8764
5011	8805	8763
5012	8806	8761
5013	8808	8759
5014	8810	8757
5015	8812	8755
5016	8813	8754
5017	8815	8752
5018	8817	8750
5019	8819	8749
5020	8821	8747
5021	8822	8745
5022	8824	8743
5023	8826	8741
5024	8828	8740
5025	8829	8738
5026	8830	8736
5027	8832	8734
5028	8834	8732
5029	8835	8730
5030	8837	8728
5031	8839	8726
5032	8840	8724
5033	8842	8722
5034	8843	8720
5035	8845	8719
5036	8847	8717
5037	8848	8715
5038	8850	8713
5039	8852	8712
5040	8854	8710
5041	8855	8708
5042	8857	8706
5043	8859	8704
5044	8862	8704
5045	8863	8702
5046	8865	8700
5047	8867	8698
5048	8869	8696
5049	8870	8695
5050	8872	8693
5051	8874	8691
5052	8876	8689
5053	8877	8687
5054	8879	8685
5055	8880	8683
5056	8881	8681
5057	8884	8680
5058	8885	8678
5059	8887	8676
5060	8889	8674
5061	8890	8672
5062	8892	8671
5063	8894	8669
5064	8897	8668
5065	8898	8666
5066	8900	8665
5067	8902	8663
5068	8903	8661
5069	8905	8659
5070	8907	8657
5071	8909	8656
5072	8910	8654
5073	8912	8652
5074	8914	8650
5075	8915	8648
5076	8917	8646
5077	8918	8644
5078	8920	8643
5079	8922	8641
5080	8924	8639
5081	8925	8637
5082	8927	8636
5083	8929	8634
5084	8931	8632
5085	8932	8630
5086	8934	8629
5087	8936	8627
5088	8938	8625
5089	8940	8623
5090	8941	8622
5091	8943	8620
5092	8945	8618
5093	8946	8616
5094	8948	8614
5095	8950	8612
5096	8951	8611
5097	8953	8609
5098	8955	8607
5099	8956	8605
5100	8958	8604
5101	8960	8602
5102	8961	8600
5103	8963	8598
5104	8965	8596
5105	8967	8594
5106	8968	8592
5107	8970	8591
5108	8972	8589
5109	8973	8587
5110	8975	8585
5111	8977	8584
5112	8979	8582
5113	8981	8580
5114	8982	8578
5115	8984	8577
5116	8986	8575
5117	8988	8573
5118	8990	8572
5119	8992	8570
5120	8993	8568
5121	8995	8567
5122	8997	8565
5123	8999	8564
5124	9002	8563
5125	9003	8561
5126	9005	8559
5127	9007	8557
5128	9009	8556
5129	9011	8554
5130	9013	8553
5131	9015	8551
5132	9016	8549
5133	9018	8547
5134	9019	8545
5135	9021	8543
5136	9022	8541
5137	9024	8539
5138	9026	8537
5139	9027	8535
5140	9029	8534
5141	9031	8532
5142	9033	8531
5143	9035	8529
5144	9036	8527
5145	9038	8525
5146	9040	8523
5147	9042	8522
5148	9043	8520
5149	9045	8518
5150	9047	8516
5151	9048	8514
5152	9050	8513
5153	9052	8511
5154	9054	8509
5155	9055	8507
5156	9057	8505
5157	9058	8503
5158	9060	8501
5159	9061	8499
5160	9063	8497
5161	9065	8496
5162	9066	8494
5163	9068	8492
5164	9070	8490
5165	9071	8488
5166	9073	8486
5167	9075	8485
5168	9077	8483
5169	9078	8481
5170	9080	8480
5171	9082	8478
5172	9083	8476
5173	9085	8474
5174	9087	8472
5175	9088	8470
5176	9090	8468
5177	9091	8466
5178	9093	8465
5179	9095	8463
5180	9097	8461
5181	9098	8459
5182	9100	8458
5183	9102	8456
5184	9103	8454
5185	9105	8452
5186	9107	8450
5187	9108	8448
5188	9110	8446
5189	9112	8444
5190	9113	8443
5191	9115	8441
5192	9116	8439
5193	9118	8437
5194	9120	8435
5195	9121	8433
5196	9123	8431
5197	9125	8429
5198	9126	8428
5199	9128	8426
5200	9129	8424
5201	9131	8422
5202	9133	8420
5203	9134	8418
5204	9136	8416
5205	9138	8415
5206	9139	8413
5207	9141	8411
5208	9143	8409
5209	9145	8407
5210	9146	8406
5211	9149	8404
5212	9150	8403
5213	9152	8401
5214	9154	8399
5215	9155	8397
5216	9157	8395
5217	9159	8394
5218	9161	8392
5219	9162	8390
5220	9164	8389
5221	9166	8387
5222	9168	8385
5223	9169	8383
5224	9171	8381
5225	9173	8380
5226	9175	8378
5227	9176	8376
5228	9179	8375
5229	9180	8373
5230	9182	8371
5231	9184	8369
5232	9185	8367
5233	9187	8365
5234	9189	8364
5235	9190	8362
5236	9192	8360
5237	9194	8358
5238	9196	8356
5239	9197	8355
5240	9199	8353
5241	9200	8351
5242	9202	8349
5243	9203	8347
5244	9205	8345
5245	9206	8343
5246	9208	8341
5247	9210	8339
5248	9212	8338
5249	9213	8336
5250	9215	8334
5251	9217	8332
5252	9218	8330
5253	9220	8328
5254	9222	8327
5255	9223	8325
5256	9225	8323
5257	9227	8321
5258	9228	8319
5259	9230	8317
5260	9231	8315
5261	9233	8313
5262	9235	8312
5263	9236	8310
5264	9239	8309
5265	9240	8307
5266	9242	8305
5267	9243	8303
5268	9245	8301
5269	9247	8299
5270	9248	8297
5271	9250	8295
5272	9251	8293
5273	9253	8292
5274	9255	8290
5275	9256	8288
5276	9258	8286
5277	9260	8284
5278	9261	8282
5279	9263	8280
5280	9264	8278
5281	9266	8277
5282	9268	8275
5283	9269	8273
5284	9271	8271
5285	9273	8270
5286	9275	8268
5287	9277	8266
5288	9278	8264
5289	9280	8262
5290	9281	8260
5291	9283	8258
5292	9285	8257
5293	9286	8255
5294	9288	8253
5295	9290	8251
5296	9291	8249
5297	9294	8248
5298	9296	8246
5299	9297	8245
5300	9299	8243
5301	9301	8241
5302	9303	8240
5303	9305	8238
5304	9307	8237
5305	9309	8235
5306	9311	8233
5307	9313	8232
5308	9315	8230
5309	9317	8229
5310	9318	8227
5311	9320	8225
5312	9322	8223
5313	9323	8222
5314	9325	8220
5315	9327	8218
5316	9329	8217
5317	9331	8215
5318	9332	8213
5319	9334	8211
5320	9336	8209
5321	9338	8208
5322	9339	8206
5323	9342	8205
5324	9344	8203
5325	9346	8202
5326	9348	8200
5327	9349	8198
5328	9351	8196
5329	9353	8195
5330	9355	8193
5331	9356	8191
5332	9358	8189
5333	9360	8187
5334	9361	8186
5335	9363	8184
5336	9365	8182
5337	9367	8180
5338	9368	8179
5339	9370	8177
5340	9372	8175
5341	9374	8174
5342	9376	8172
5343	9377	8170
5344	9379	8168
5345	9380	8166
5346	9382	8164
5347	9384	8163
5348	9386	8161
5349	9388	8159
5350	9389	8157
5351	9391	8156
5352	9392	8154
5353	9394	8152
5354	9396	8150
5355	9397	8148
5356	9399	8146
5357	9401	8144
5358	9402	8142
5359	9404	8141
5360	9406	8139
5361	9407	8137
5362	9409	8135
5363	9411	8133
5364	9412	8132
5365	9414	8130
5366	9416	8128
5367	9417	8126
5368	9419	8124
5369	9421	8122
5370	9422	8120
5371	9424	8119
5372	9426	8117
5373	9427	8115
5374	9429	8113
5375	9431	8111
5376	9432	8110
5377	9434	8108
5378	9436	8106
5379	9437	8104
5380	9439	8102
5381	9440	8100
5382	9442	8098
5383	9444	8096
5384	9445	8094
5385	9447	8093
5386	9449	8091
5387	9450	8089
5388	9452	8087
5389	9453	8085
5390	9455	8083
5391	9457	8082
5392	9459	8080
5393	9460	8078
5394	9462	8076
5395	9464	8075
5396	9465	8073
5397	9467	8071
5398	9469	8070
5399	9471	8068
5400	9473	8067
5401	9475	8065
5402	9477	8063
5403	9478	8061
5404	9480	8059
5405	9482	8058
5406	9483	8056
5407	9485	8054
5408	9487	8052
5409	9488	8050
5410	9490	8048
5411	9492	8047
5412	9494	8045
5413	9495	8043
5414	9497	8041
5415	9499	8039
5416	9500	8038
5417	9502	8036
5418	9504	8034
5419	9505	8032
5420	9507	8031
5421	9509	8029
5422	9511	8027
5423	9512	8025
5424	9514	8023
5425	9515	8021
5426	9517	8019
5427	9519	8018
5428	9521	8016
5429	9523	8014
5430	9524	8013
5431	9526	8011
5432	9528	8009
5433	9530	8008
5434	9531	8006
5435	9533	8004
5436	9535	8002
5437	9537	8001
5438	9538	7999
5439	9540	7997
5440	9542	7995
5441	9544	7993
5442	9545	7991
5443	9547	7989
5444	9548	7988
5445	9550	7986
5446	9552	7984
5447	9554	7983
5448	9556	7981
5449	9557	7979
5450	9559	7977
5451	9561	7975
5452	9562	7973
5453	9564	7971
5454	9565	7969
5455	9567	7968
5456	9569	7966
5457	9571	7965
5458	9573	7963
5459	9574	7961
5460	9576	7959
5461	9577	7957
5462	9579	7955
5463	9581	7953
5464	9583	7952
5465	9584	7950
5466	9586	7948
5467	9589	7947
5468	9590	7945
5469	9592	7944
5470	9594	7942
5471	9595	7940
5472	9597	7938
5473	9599	7936
5474	9601	7935
5475	9602	7933
5476	9604	7931
5477	9606	7929
5478	9607	7927
5479	9609	7925
5480	9611	7924
5481	9612	7922
5482	9614	7920
5483	9615	7918
5484	9617	7916
5485	9618	7914
5486	9620	7912
5487	9622	7911
5488	9624	7909
5489	9625	7907
5490	9627	7905
5491	9628	7903
5492	9631	7902
5493	9632	7900
5494	9634	7898
5495	9635	7896
5496	9637	7894
5497	9638	7892
5498	9640	7890
5499	9642	7889
5500	9643	7887
5501	9645	7885
5502	9647	7883
5503	9649	7882
5504	9650	7880
5505	9652	7878
5506	9654	7876
5507	9655	7874
5508	9657	7872
5509	9658	7870
5510	9660	7868
5511	9662	7867
5512	9663	7865
5513	9665	7863
5514	9667	7861
5515	9668	7859
5516	9670	7858
5517	9672	7856
5518	9674	7854
5519	9675	7852
5520	9677	7851
5521	9680	7850
5522	9682	7848
5523	9683	7846
5524	9686	7845
5525	9688	7844
5526	9691	7843
5527	9692	7841
5528	9694	7839
5529	9696	7838
5530	9699	7836
5531	9700	7835
5532	9702	7833
5533	9704	7831
5534	9706	7829
5535	9707	7827
5536	9709	7826
5537	9710	7824
5538	9712	7822
5539	9714	7820
5540	9716	7819
5541	9718	7817
5542	9719	7815
5543	9722	7814
5544	9723	7812
5545	9725	7810
5546	9727	7808
5547	9728	7807
5548	9730	7805
5549	9732	7803
5550	9733	7801
5551	9735	7799
5552	9737	7798
5553	9739	7796
5554	9741	7794
5555	9742	7792
5556	9744	7791
5557	9746	7789
5558	9748	7787
5559	9749	7785
5560	9751	7783
5561	9752	7782
5562	9754	7780
5563	9756	7778
5564	9757	7776
5565	9759	7774
5566	9760	7772
5567	9762	7770
5568	9764	7769
5569	9765	7767
5570	9767	7765
5571	9768	7763
5572	9770	7761
5573	9772	7759
5574	9774	7758
5575	9776	7756
5576	9777	7754
5577	9779	7752
5578	9781	7751
5579	9783	7749
5580	9784	7747
5581	9786	7745
5582	9788	7743
5583	9789	7741
5584	9791	7740
5585	9793	7738
5586	9794	7736
5587	9796	7734
5588	9798	7732
5589	9799	7731
5590	9801	7729
5591	9802	7727
5592	9804	7725
5593	9805	7723
5594	9807	7721
5595	9809	7719
5596	9810	7717
5597	9812	7716
5598	9814	7714
5599	9815	7712
5600	9817	7710
5601	9819	7709
5602	9821	7707
5603	9822	7705
5604	9824	7703
5605	9825	7701
5606	9827	7699
5607	9828	7697
5608	9830	7695
5609	9832	7694
5610	9833	7692
5611	9835	7690
5612	9838	7689
5613	9839	7687
5614	9841	7685
5615	9844	7684
5616	9845	7682
5617	9847	7680
5618	9849	7679
5619	9850	7677
5620	9852	7675
5621	9854	7673
5622	9855	7671
5623	9857	7669
5624	9858	7667
5625	9860	7666
5626	9862	7664
5627	9864	7662
5628	9865	7660
5629	9867	7659
5630	9869	7657
5631	9870	7655
5632	9872	7653
5633	9874	7651
5634	9876	7650
5635	9877	7648
5636	9879	7646
5637	9881	7645
5638	9883	7643
5639	9884	7641
5640	9887	7640
5641	9889	7638
5642	9890	7636
5643	9892	7634
5644	9894	7633
5645	9895	7631
5646	9897	7629
5647	9898	7627
5648	9900	7625
5649	9902	7623
5650	9903	7622
5651	9905	7620
5652	9907	7618
5653	9909	7616
5654	9911	7615
5655	9912	7613
5656	9914	7611
5657	9916	7609
5658	9917	7607
5659	9919	7606
5660	9921	7604
5661	9923	7602
5662	9925	7601
5663	9926	7599
5664	9928	7597
5665	9930	7595
5666	9932	7594
5667	9933	7592
5668	9935	7590
5669	9936	7588
5670	9938	7586
5671	9939	7584
5672	9941	7582
5673	9943	7581
5674	9945	7579
5675	9946	7577
5676	9948	7575
5677	9949	7573
5678	9951	7571
5679	9953	7570
5680	9954	7568
5681	9956	7566
5682	9958	7564
5683	9960	7563
5684	9962	7561
5685	9964	7560
5686	9966	7558
5687	9968	7556
5688	9969	7554
5689	9971	7553
5690	9973	7551
5691	9974	7549
5692	9976	7547
5693	9977	7545
5694	9979	7543
5695	9981	7542
5696	9982	7540
5697	9984	7538
5698	9986	7536
5699	9988	7534
5700	9989	7532
5701	9990	7530
5702	9992	7528
5703	9994	7527
5704	9996	7525
5705	9997	7523
5706	9999	7521
5707	10000	7519
5708	10002	7518
5709	10004	7516
5710	10005	7514
5711	10007	7512
5712	10008	7510
5713	10010	7508
5714	10011	7506
5715	10013	7505
5716	10015	7503
5717	10017	7501
5718	10019	7500
5719	10021	7498
5720	10023	7496
5721	10024	7494
5722	10026	7493
5723	10028	7491
5724	10030	7490
5725	10032	7488
5726	10034	7487
5727	10036	7485
5728	10037	7483
5729	10039	7481
5730	10041	7479
5731	10042	7477
5732	10044	7475
5733	10045	7474
5734	10047	7472
5735	10049	7470
5736	10051	7468
5737	10052	7466
5738	10054	7465
5739	10056	7463
5740	10058	7461
5741	10060	7460
5742	10061	7458
5743	10063	7456
5744	10064	7454
5745	10066	7452
5746	10068	7451
5747	10070	7449
5748	10071	7447
5749	10073	7445
5750	10075	7443
5751	10076	7442
5752	10078	7440
5753	10080	7438
5754	10081	7436
5755	10083	7435
5756	10085	7433
5757	10087	7431
5758	10088	7429
5759	10090	7427
5760	10091	7425
5761	10093	7423
5762	10095	7422
5763	10096	7420
5764	10098	7418
5765	10100	7416
5766	10101	7414
5767	10103	7413
5768	10105	7411
5769	10106	7409
5770	10108	7407
5771	10110	7405
5772	10111	7403
5773	10113	7401
5774	10114	7400
5775	10116	7398
5776	10118	7396
5777	10119	7394
5778	10121	7392
5779	10122	7390
5780	10124	7389
5781	10126	7387
5782	10128	7385
5783	10129	7383
5784	10131	7381
5785	10132	7379
5786	10134	7377
5787	10135	7376
5788	10137	7374
5789	10139	7372
5790	10140	7370
5791	10142	7368
5792	10144	7366
5793	10145	7364
5794	10147	7363
5795	10149	7361
5796	10150	7359
5797	10152	7357
5798	10154	7356
5799	10155	7354
5800	10157	7352
5801	10159	7350
5802	10160	7348
5803	10162	7347
5804	10164	7345
5805	10165	7343
5806	10167	7341
5807	10169	7339
5808	10170	7337
5809	10172	7335
5810	10180	7338
5811	10182	7337
5812	10183	7335
5813	10185	7333
5814	10187	7331
5815	10189	7329
5816	10190	7328
5817	10192	7326
5818	10193	7324
5819	10195	7322
5820	10197	7320
5821	10198	7318
5822	10200	7317
5823	10202	7315
5824	10203	7313
5825	10205	7311
5826	10207	7309
5827	10209	7308
5828	10211	7306
5829	10212	7304
5830	10214	7302
5831	10215	7301
5832	10217	7299
5833	10218	7297
5834	10220	7295
5835	10222	7293
5836	10223	7291
5837	10225	7290
5838	10227	7288
5839	10229	7286
5840	10230	7284
5841	10232	7282
5842	10233	7280
5843	10235	7279
5844	10237	7277
5845	10238	7275
5846	10240	7273
5847	10241	7271
5848	10243	7269
5849	10245	7268
5850	10247	7266
5851	10249	7264
5852	10250	7262
5853	10252	7261
5854	10254	7259
5855	10256	7258
5856	10258	7256
5857	10259	7254
5858	10261	7252
5859	10263	7250
5860	10265	7249
5861	10266	7247
5862	10268	7245
5863	10270	7243
5864	10271	7242
5865	10273	7240
5866	10275	7238
5867	10276	7236
5868	10278	7234
5869	10279	7232
5870	10281	7230
5871	10283	7229
5872	10284	7227
5873	10286	7225
5874	10288	7223
5875	10290	7222
5876	10292	7220
5877	10294	7219
5878	10296	7217
5879	10298	7216
5880	10300	7214
5881	10302	7212
5882	10303	7210
5883	10305	7208
5884	10307	7207
5885	10308	7205
5886	10310	7203
5887	10312	7201
5888	10314	7200
5889	10315	7198
5890	10317	7196
5891	10319	7194
5892	10320	7192
5893	10322	7191
5894	10324	7189
5895	10325	7187
5896	10327	7185
5897	10329	7183
5898	10330	7181
5899	10332	7180
5900	10333	7178
5901	10336	7176
5902	10338	7175
5903	10339	7173
5904	10341	7171
5905	10342	7169
5906	10344	7167
5907	10346	7166
5908	10347	7164
5909	10349	7162
5910	10351	7160
5911	10352	7158
5912	10354	7156
5913	10356	7155
5914	10358	7153
5915	10360	7152
5916	10362	7150
5917	10363	7148
5918	10365	7146
5919	10367	7145
5920	10369	7143
5921	10371	7142
5922	10373	7140
5923	10375	7138
5924	10376	7136
5925	10378	7135
5926	10380	7133
5927	10382	7132
5928	10384	7130
5929	10385	7128
5930	10387	7126
5931	10389	7124
5932	10391	7123
5933	10392	7121
5934	10394	7119
5935	10395	7117
5936	10397	7115
5937	10399	7113
5938	10400	7111
5939	10402	7110
5940	10404	7108
5941	10406	7106
5942	10407	7104
5943	10409	7103
5944	10410	7101
5945	10412	7099
5946	10414	7097
5947	10415	7095
5948	10417	7093
5949	10419	7092
5950	10421	7090
5951	10422	7088
5952	10424	7086
5953	10425	7084
5954	10427	7083
5955	10429	7081
5956	10430	7079
5957	10432	7077
5958	10433	7075
5959	10435	7073
5960	10436	7071
5961	10438	7069
5962	10440	7067
5963	10441	7066
5964	10443	7064
5965	10445	7062
5966	10446	7060
5967	10448	7058
5968	10450	7057
5969	10451	7055
5970	10453	7053
5971	10454	7051
5972	10456	7049
5973	10458	7048
5974	10459	7046
5975	10461	7044
5976	10463	7042
5977	10464	7040
5978	10466	7038
5979	10467	7036
5980	10469	7034
5981	10470	7033
5982	10472	7031
5983	10474	7029
5984	10476	7027
5985	10477	7025
5986	10479	7024
5987	10480	7022
5988	10482	7020
5989	10484	7018
5990	10485	7016
5991	10487	7014
5992	10489	7013
5993	10490	7011
5994	10492	7009
5995	10494	7007
5996	10496	7006
5997	10498	7004
5998	10500	7003
5999	10502	7001
6000	10503	6999
6001	10505	6997
6002	10507	6996
6003	10508	6994
6004	10510	6992
6005	10512	6990
6006	10513	6988
6007	10515	6987
6008	10517	6985
6009	10518	6983
6010	10520	6981
6011	10521	6979
6012	10523	6977
6013	10525	6976
6014	10527	6974
6015	10529	6972
6016	10530	6970
6017	10532	6969
6018	10534	6967
6019	10535	6965
6020	10537	6963
6021	10538	6961
6022	10540	6959
6023	10542	6958
6024	10544	6956
6025	10545	6954
6026	10547	6952
6027	10548	6950
6028	10550	6949
6029	10552	6947
6030	10554	6945
6031	10555	6943
6032	10557	6941
6033	10559	6940
6034	10560	6938
6035	10562	6936
6036	10563	6934
6037	10565	6932
6038	10567	6931
6039	10568	6929
6040	10570	6927
6041	10572	6925
6042	10574	6924
6043	10575	6922
6044	10577	6920
6045	10579	6918
6046	10580	6916
6047	10582	6915
6048	10584	6913
6049	10585	6911
6050	10587	6909
6051	10589	6907
6052	10590	6906
6053	10592	6904
6054	10594	6902
6055	10596	6900
6056	10597	6898
6057	10599	6896
6058	10600	6895
6059	10602	6893
6060	10603	6891
6061	10605	6889
6062	10606	6887
6063	10608	6885
6064	10610	6884
6065	10612	6882
6066	10613	6880
6067	10615	6878
6068	10617	6876
6069	10618	6875
6070	10620	6873
6071	10622	6871
6072	10623	6869
6073	10625	6867
6074	10626	6865
6075	10628	6864
6076	10630	6862
6077	10631	6860
6078	10633	6858
6079	10635	6857
6080	10637	6855
6081	10638	6853
6082	10640	6851
6083	10642	6850
6084	10644	6848
6085	10645	6846
6086	10647	6844
6087	10649	6842
6088	10650	6841
6089	10652	6839
6090	10653	6837
6091	10655	6835
6092	10657	6833
6093	10658	6831
6094	10660	6829
6095	10661	6828
6096	10663	6826
6097	10665	6824
6098	10667	6822
6099	10669	6821
6100	10671	6820
6101	10673	6818
6102	10674	6816
6103	10676	6814
6104	10678	6812
6105	10680	6811
6106	10681	6809
6107	10683	6807
6108	10684	6805
6109	10686	6803
6110	10689	6802
6111	10691	6800
6112	10692	6799
6113	10694	6797
6114	10696	6795
6115	10698	6793
6116	10700	6792
6117	10701	6790
6118	10703	6788
6119	10705	6787
6120	10707	6785
6121	10709	6783
6122	10711	6782
6123	10712	6780
6124	10714	6778
6125	10716	6777
6126	10718	6775
6127	10721	6774
6128	10723	6772
6129	10726	6771
6130	10727	6769
6131	10729	6767
6132	10730	6765
6133	10732	6764
6134	10734	6762
6135	10735	6760
6136	10737	6758
6137	10739	6757
6138	10741	6755
6139	10743	6753
6140	10744	6752
6141	10746	6750
6142	10747	6748
6143	10749	6746
6144	10751	6744
6145	10752	6742
6146	10754	6741
6147	10756	6739
6148	10758	6738
6149	10760	6736
6150	10761	6734
6151	10763	6732
6152	10765	6730
6153	10766	6728
6154	10768	6726
6155	10769	6725
6156	10771	6723
6157	10773	6721
6158	10774	6719
6159	10776	6717
6160	10777	6715
6161	10779	6714
6162	10781	6712
6163	10782	6710
6164	10784	6708
6165	10785	6706
6166	10787	6704
6167	10789	6703
6168	10791	6701
6169	10792	6699
6170	10794	6697
6171	10795	6695
6172	10797	6693
6173	10799	6692
6174	10800	6690
6175	10802	6688
6176	10804	6686
6177	10806	6685
6178	10808	6683
6179	10809	6681
6180	10811	6680
6181	10813	6678
6182	10814	6676
6183	10816	6674
6184	10818	6672
6185	10819	6671
6186	10821	6669
6187	10822	6667
6188	10824	6665
6189	10826	6663
6190	10827	6661
6191	10829	6660
6192	10831	6658
6193	10832	6656
6194	10834	6654
6195	10836	6652
6196	10837	6651
6197	10840	6649
6198	10841	6647
6199	10843	6646
6200	10845	6644
6201	10847	6642
6202	10849	6640
6203	10850	6639
6204	10852	6637
6205	10854	6635
6206	10856	6634
6207	10857	6632
6208	10859	6630
6209	10861	6628
6210	10863	6627
6211	10864	6625
6212	10866	6623
6213	10867	6621
6214	10869	6619
6215	10871	6618
6216	10873	6616
6217	10874	6614
6218	10876	6612
6219	10877	6610
6220	10880	6609
6221	10882	6607
6222	10884	6605
6223	10885	6604
6224	10887	6602
6225	10888	6600
6226	10890	6598
6227	10892	6596
6228	10893	6595
6229	10895	6593
6230	10897	6591
6231	10898	6589
6232	10901	6588
6233	10902	6586
6234	10904	6584
6235	10906	6582
6236	10907	6580
6237	10910	6579
6238	10911	6577
6239	10913	6576
6240	10915	6574
6241	10916	6572
6242	10918	6570
6243	10920	6568
6244	10921	6567
6245	10923	6565
6246	10925	6563
6247	10927	6561
6248	10929	6560
6249	10930	6558
6250	10932	6556
6251	10933	6554
6252	10935	6552
6253	10937	6551
6254	10938	6549
6255	10940	6547
6256	10942	6545
6257	10943	6543
6258	10945	6542
6259	10947	6540
6260	10948	6538
6261	10950	6536
6262	10951	6534
6263	10953	6533
6264	10955	6531
6265	10957	6529
6266	10958	6527
6267	10960	6525
6268	10961	6524
6269	10963	6522
6270	10965	6520
6271	10967	6518
6272	10968	6516
6273	10970	6514
6274	10971	6513
6275	10973	6511
6276	10975	6509
6277	10976	6507
6278	10978	6505
6279	10980	6504
6280	10982	6502
6281	10983	6500
6282	10985	6498
6283	10987	6497
6284	10988	6495
6285	10990	6493
6286	10991	6491
6287	10999	6493
6288	11002	6492
6289	11003	6490
6290	11005	6488
6291	11007	6486
6292	11008	6484
6293	11010	6483
6294	11012	6481
6295	11013	6479
6296	11015	6477
6297	11017	6475
6298	11018	6474
6299	11020	6472
6300	11022	6470
6301	11023	6468
6302	11025	6466
6303	11027	6465
6304	11028	6463
6305	11030	6461
6306	11031	6459
6307	11033	6457
6308	11035	6455
6309	11036	6454
6310	11038	6452
6311	11039	6450
6312	11042	6448
6313	11044	6447
6314	11045	6445
6315	11047	6443
6316	11049	6441
6317	11050	6440
6318	11052	6438
6319	11054	6436
6320	11056	6435
6321	11058	6433
6322	11060	6431
6323	11062	6430
6324	11064	6428
6325	11066	6427
6326	11068	6425
6327	11071	6424
6328	11073	6422
6329	11074	6420
6330	11076	6419
6331	11078	6417
6332	11080	6415
6333	11081	6413
6334	11083	6411
6335	11084	6410
6336	11086	6408
6337	11088	6406
6338	11089	6404
6339	11091	6402
6340	11092	6401
6341	11094	6399
6342	11096	6397
6343	11098	6395
6344	11099	6393
6345	11100	6391
6346	11102	6389
6347	11104	6388
6348	11105	6386
6349	11107	6384
6350	11109	6382
6351	11110	6380
6352	11112	6379
6353	11114	6377
6354	11116	6375
6355	11117	6374
6356	11119	6372
6357	11121	6370
6358	11122	6368
6359	11124	6366
6360	11126	6365
6361	11127	6363
6362	11129	6361
6363	11131	6359
6364	11133	6358
6365	11135	6356
6366	11136	6354
6367	11138	6352
6368	11139	6350
6369	11141	6349
6370	11143	6347
6371	11144	6345
6372	11146	6343
6373	11147	6341
6374	11149	6339
6375	11151	6338
6376	11153	6336
6377	11154	6334
6378	11156	6332
